,price,stop,duration_minutes
860,22152,0,130
861,22152,0,130
862,22152,0,135
863,22152,0,135
864,22152,1,225
865,28872,0,125
866,29837,1,1535
867,29776,1,1475
868,31462,1,1485
869,32646,1,480
870,32646,1,1235
871,32646,1,1570
872,34472,0,120
873,35532,1,990
874,36577,1,265
875,36577,1,475
876,36577,1,1100
877,36577,1,1310
878,36712,0,135
879,36712,0,135
880,36712,0,140
881,36712,0,140
882,37048,0,130
883,37944,0,140
884,37900,1,1435
885,39622,1,1555
886,39859,1,385
887,39859,1,1365
888,40441,1,1600
889,41281,1,320
890,41281,1,420
891,41281,1,495
892,41281,1,755
893,41281,1,805
894,41281,1,930
895,41281,1,980
896,41281,1,1075
897,41281,1,1155
898,41281,1,1250
899,41281,1,1415
900,41281,1,1425
901,41281,1,1590
902,41113,1,400
903,41113,1,850
904,41113,1,945
905,41113,1,1590
906,42312,0,130
907,42424,0,130
908,42424,0,135
909,44081,1,300
910,44025,1,290
911,44622,1,1805
912,47217,1,1285
913,49256,0,140
914,49896,1,375
915,49896,1,535
916,50969,1,435
917,50969,1,660
918,50969,1,1225
919,50969,1,1490
920,51384,1,440
921,51384,1,545
922,51384,1,785
923,51496,0,130
924,53164,1,345
925,53164,1,440
926,53164,1,670
927,53164,1,695
928,53164,1,700
929,53164,1,730
930,53164,1,745
931,53164,1,760
932,53164,1,765
933,53164,1,815
934,53164,1,825
935,53164,1,860
936,53164,1,455
937,53164,1,680
938,53164,1,680
939,53164,1,895
940,53164,1,915
941,53164,1,1145
942,53164,1,1370
943,53164,1,1585
944,58921,1,1655
945,59033,1,330
946,59033,1,475
947,59033,1,660
948,59033,1,795
949,59033,1,1430
950,59033,1,1630
951,60601,1,330
952,60601,1,860
953,67769,1,770
954,71056,1,350
955,79193,1,390
956,79815,1,360
957,79815,1,390
958,79815,1,455
959,79815,1,550
960,87929,1,830
961,22152,0,130
962,22152,0,130
963,22152,0,120
964,22152,0,125
965,22152,0,130
966,22152,0,130
967,22152,0,130
968,22152,0,135
969,22152,0,135
970,22152,1,210
971,22152,1,225
972,28872,0,140
973,29992,0,140
974,29776,1,1050
975,29776,1,1475
976,29777,1,380
977,32646,1,480
978,32646,1,1235
979,34472,0,120
980,34472,0,130
981,34472,0,130
982,34472,0,130
983,34472,0,135
984,35532,1,530
985,36577,1,265
986,36577,1,475
987,36577,1,1100
988,36577,1,1310
989,36712,0,135
990,36712,0,135
991,36712,0,140
992,36712,0,140
993,36824,0,125
994,37256,1,275
995,37900,1,1435
996,38022,1,1610
997,39622,1,655
998,39622,1,1555
999,39756,1,1485
1000,39859,1,755
1001,39859,1,1365
1002,40447,1,1505
1003,41281,1,420
1004,41281,1,805
1005,41281,1,980
1006,41281,1,1075
1007,41281,1,1155
1008,41281,1,1250
1009,41281,1,1415
1010,41281,1,1425
1011,41281,1,1585
1012,41281,1,1590
1013,41113,1,400
1014,41113,1,850
1015,41113,1,945
1016,41113,1,1590
1017,42312,0,130
1018,44081,1,300
1019,44025,1,290
1020,44622,1,1805
1021,47217,1,795
1022,47217,1,1285
1023,49513,1,320
1024,49513,1,495
1025,49513,1,755
1026,49896,1,375
1027,49896,1,535
1028,50969,1,435
1029,50969,1,660
1030,50969,1,685
1031,50969,1,950
1032,50969,1,1295
1033,50969,1,1560
1034,51384,1,440
1035,51384,1,545
1036,51384,1,785
1037,53164,1,330
1038,53164,1,345
1039,53164,1,350
1040,53164,1,360
1041,53164,1,390
1042,53164,1,440
1043,53164,1,455
1044,53164,1,550
1045,53164,1,670
1046,53164,1,695
1047,53164,1,700
1048,53164,1,745
1049,53164,1,765
1050,53164,1,815
1051,53164,1,860
1052,53164,1,455
1053,53164,1,680
1054,53164,1,680
1055,53164,1,895
1056,53164,1,915
1057,53164,1,1145
1058,53164,1,1370
1059,53164,1,1585
1060,58921,1,1655
1061,59033,1,330
1062,59033,1,390
1063,59033,1,770
1064,59033,1,830
1065,59033,1,475
1066,59033,1,795
1067,59033,1,915
1068,59033,1,1295
1069,59033,1,1430
1070,59033,1,1495
1071,59033,1,1630
1072,60601,1,730
1073,60601,1,760
1074,60601,1,825
1075,60713,1,360
1076,69113,1,455
1077,22152,0,130
1078,22152,0,130
1079,22152,0,120
1080,22152,0,125
1081,22152,0,130
1082,22152,0,130
1083,22152,0,130
1084,22152,0,135
1085,22152,0,135
1086,22152,1,210
1087,22152,1,225
1088,28872,0,125
1089,28872,0,140
1090,29992,0,140
1091,29776,1,885
1092,29776,1,1050
1093,29777,1,380
1094,31462,1,1485
1095,32646,1,480
1096,32646,1,1235
1097,34472,0,130
1098,34472,0,130
1099,34472,0,135
1100,35532,1,1065
1101,36577,1,265
1102,36577,1,1100
1103,36712,0,135
1104,36712,0,135
1105,36712,0,140
1106,36712,0,140
1107,37417,1,1600
1108,37256,1,275
1109,39622,1,1555
1110,39859,1,385
1111,39859,1,1365
1112,40945,1,475
1113,40945,1,1310
1114,41281,1,320
1115,41281,1,420
1116,41281,1,495
1117,41281,1,755
1118,41281,1,805
1119,41281,1,930
1120,41281,1,980
1121,41281,1,1075
1122,41281,1,1155
1123,41281,1,1250
1124,41281,1,1415
1125,41281,1,1425
1126,41281,1,1585
1127,41281,1,1590
1128,41113,1,400
1129,41113,1,850
1130,41113,1,945
1131,41113,1,1590
1132,42312,0,130
1133,42424,0,120
1134,42424,0,130
1135,44081,1,300
1136,44025,1,290
1137,44622,1,1805
1138,47217,1,1285
1139,49896,1,375
1140,49896,1,515
1141,50969,1,505
1142,50969,1,685
1143,50969,1,730
1144,50969,1,950
1145,50969,1,1225
1146,50969,1,1490
1147,51384,1,440
1148,51384,1,545
1149,51384,1,785
1150,51697,1,1655
1151,53164,1,330
1152,53164,1,345
1153,53164,1,350
1154,53164,1,360
1155,53164,1,390
1156,53164,1,440
1157,53164,1,455
1158,53164,1,550
1159,53164,1,670
1160,53164,1,695
1161,53164,1,700
1162,53164,1,730
1163,53164,1,745
1164,53164,1,760
1165,53164,1,765
1166,53164,1,815
1167,53164,1,825
1168,53164,1,680
1169,53164,1,695
1170,53164,1,895
1171,53164,1,915
1172,53164,1,1385
1173,53164,1,1585
1174,59033,1,330
1175,59033,1,390
1176,59033,1,455
1177,59033,1,770
1178,59033,1,475
1179,59033,1,660
1180,59033,1,795
1181,59033,1,1430
1182,59033,1,1630
1183,60713,1,360
1184,22152,0,130
1185,22152,0,130
1186,22152,0,120
1187,22152,0,125
1188,22152,0,130
1189,22152,0,130
1190,22152,0,135
1191,22152,0,135
1192,22152,1,210
1193,22152,1,225
1194,28872,0,125
1195,28872,0,140
1196,29622,1,1610
1197,29992,0,140
1198,31462,1,1485
1199,32646,1,480
1200,32646,1,1235
1201,34472,0,120
1202,34472,0,130
1203,34472,0,130
1204,34472,0,130
1205,34472,0,135
1206,35532,1,605
1207,35532,1,990
1208,36577,1,265
1209,36577,1,475
1210,36577,1,1100
1211,36577,1,1310
1212,36712,0,135
1213,36712,0,135
1214,36712,0,140
1215,37417,1,1600
1216,39622,1,1555
1217,39859,1,385
1218,39859,1,755
1219,39859,1,1365
1220,40447,1,1505
1221,41281,1,320
1222,41281,1,420
1223,41281,1,495
1224,41281,1,755
1225,41281,1,805
1226,41281,1,930
1227,41281,1,980
1228,41281,1,1075
1229,41281,1,1155
1230,41281,1,1250
1231,41281,1,1415
1232,41281,1,1425
1233,41281,1,1585
1234,41281,1,1590
1235,41113,1,335
1236,41113,1,400
1237,41113,1,850
1238,41113,1,945
1239,41113,1,1590
1240,42312,0,130
1241,44081,1,300
1242,44025,1,290
1243,44664,0,140
1244,44622,1,1805
1245,47441,1,1655
1246,47217,1,795
1247,47217,1,1285
1248,49896,1,375
1249,49896,1,535
1250,50969,1,435
1251,50969,1,660
1252,50969,1,685
1253,50969,1,950
1254,50969,1,1225
1255,50969,1,1490
1256,51384,1,440
1257,51384,1,545
1258,53164,1,330
1259,53164,1,345
1260,53164,1,350
1261,53164,1,360
1262,53164,1,390
1263,53164,1,440
1264,53164,1,455
1265,53164,1,550
1266,53164,1,670
1267,53164,1,700
1268,53164,1,730
1269,53164,1,760
1270,53164,1,455
1271,53164,1,680
1272,53164,1,680
1273,53164,1,895
1274,53164,1,915
1275,53164,1,1145
1276,53164,1,1370
1277,53164,1,1585
1278,58876,1,695
1279,58876,1,745
1280,59033,1,330
1281,59033,1,770
1282,59033,1,960
1283,59033,1,990
1284,59033,1,1430
1285,59033,1,795
1286,59033,1,915
1287,59033,1,1295
1288,59033,1,1430
1289,59033,1,1495
1290,59033,1,1630
1291,60713,1,360
1292,60713,1,1170
1293,69113,1,390
1294,76953,1,455
1295,22152,0,130
1296,22152,0,130
1297,22152,0,120
1298,22152,0,125
1299,22152,0,130
1300,22152,0,130
1301,22152,0,130
1302,22152,0,135
1303,22152,0,135
1304,22152,1,210
1305,22152,1,225
1306,28872,0,125
1307,28872,0,140
1308,29992,0,140
1309,29776,1,885
1310,29777,1,380
1311,31462,1,1485
1312,32646,1,480
1313,32646,1,1235
1314,34472,0,120
1315,34472,0,130
1316,34472,0,130
1317,34472,0,135
1318,35532,1,530
1319,35532,1,990
1320,35936,1,1050
1321,36577,1,265
1322,36577,1,475
1323,36577,1,1100
1324,36577,1,1310
1325,36712,0,135
1326,36712,0,135
1327,36712,0,140
1328,37417,1,1600
1329,37256,1,275
1330,37900,1,1435
1331,39622,1,655
1332,39622,1,1555
1333,39859,1,385
1334,39859,1,1365
1335,40447,1,1505
1336,41281,1,320
1337,41281,1,420
1338,41281,1,495
1339,41281,1,755
1340,41281,1,805
1341,41281,1,930
1342,41281,1,980
1343,41281,1,1075
1344,41281,1,1155
1345,41281,1,1250
1346,41281,1,1415
1347,41281,1,1425
1348,41281,1,1590
1349,41113,1,400
1350,41113,1,850
1351,41113,1,945
1352,41113,1,1590
1353,42312,0,130
1354,44081,1,300
1355,44025,1,290
1356,44664,0,140
1357,44622,1,1805
1358,45156,1,1585
1359,49928,0,130
1360,49896,1,375
1361,49896,1,535
1362,50969,1,435
1363,50969,1,660
1364,50969,1,1225
1365,50969,1,1490
1366,51384,1,440
1367,51384,1,545
1368,51384,1,785
1369,51697,1,1205
1370,53164,1,330
1371,53164,1,345
1372,53164,1,350
1373,53164,1,360
1374,53164,1,390
1375,53164,1,440
1376,53164,1,455
1377,53164,1,550
1378,53164,1,670
1379,53164,1,695
1380,53164,1,700
1381,53164,1,730
1382,53164,1,745
1383,53164,1,760
1384,53164,1,765
1385,53164,1,815
1386,53164,1,825
1387,53164,1,680
1388,53164,1,915
1389,53164,1,1145
1390,53164,1,1370
1391,53164,1,1585
1392,59033,1,330
1393,59033,1,455
1394,59033,1,770
1395,59033,1,475
1396,59033,1,660
1397,59033,1,795
1398,59033,1,1295
1399,59033,1,1430
1400,59033,1,1495
1401,59033,1,1630
1402,60713,1,360
1403,70793,1,390
1404,22152,0,130
1405,22152,0,130
1406,22152,0,120
1407,22152,0,130
1408,22152,0,130
1409,22152,0,130
1410,22152,0,135
1411,22152,1,210
1412,22152,1,225
1413,28872,0,125
1414,28872,0,140
1415,29992,0,140
1416,29776,1,885
1417,29776,1,1325
1418,30092,0,125
1419,32646,1,480
1420,32646,1,1570
1421,34472,0,120
1422,34472,0,130
1423,34472,0,130
1424,34472,0,135
1425,35532,1,530
1426,35532,1,1065
1427,36577,1,265
1428,36577,1,475
1429,36577,1,1100
1430,36577,1,1310
1431,36712,0,135
1432,36712,0,135
1433,36712,0,140
1434,36712,0,140
1435,37417,1,1600
1436,37256,1,275
1437,37900,1,1435
1438,39622,1,1555
1439,39756,1,1485
1440,39859,1,1365
1441,41281,1,420
1442,41281,1,805
1443,41281,1,980
1444,41281,1,1075
1445,41281,1,1155
1446,41281,1,1250
1447,41281,1,1415
1448,41281,1,1425
1449,41281,1,1585
1450,41281,1,1590
1451,41113,1,400
1452,41113,1,850
