,price,stop,duration_minutes
13080,39321,1,1665
13081,43252,1,935
13082,44405,1,695
13083,44405,1,930
13084,44405,1,1160
13085,44405,1,1385
13086,44405,1,1600
13087,46097,1,555
13088,46097,1,685
13089,46097,1,1210
13090,46097,1,1340
13091,47217,1,905
13092,47408,1,865
13093,47408,1,985
13094,47408,1,1500
13095,47408,1,1700
13096,51092,1,1170
13097,51697,1,325
13098,51697,1,390
13099,51697,1,485
13100,51697,1,600
13101,51697,1,635
13102,51697,1,910
13103,51697,1,980
13104,51697,1,1140
13105,51697,1,1290
13106,53937,1,285
13107,53937,1,770
13108,53937,1,805
13109,53937,1,845
13110,55572,1,865
13111,57812,1,1035
13112,57812,1,1110
13113,59537,1,720
13114,61889,1,725
13115,61889,1,1380
13116,63412,1,985
13117,24056,0,130
13118,24056,0,130
13119,24056,0,135
13120,24056,0,135
13121,24056,0,140
13122,23944,0,125
13123,23944,0,130
13124,23944,0,130
13125,23944,0,140
13126,39377,1,395
13127,39377,1,670
13128,39377,1,935
13129,39377,1,1050
13130,39321,1,425
13131,39321,1,655
13132,39321,1,755
13133,39321,1,815
13134,39321,1,875
13135,39321,1,1535
13136,39321,1,1595
13137,39321,1,1665
13138,46097,1,555
13139,46097,1,685
13140,46097,1,1210
13141,46097,1,1340
13142,47217,1,905
13143,47217,1,1170
13144,47408,1,545
13145,47408,1,865
13146,47408,1,1500
13147,47408,1,1700
13148,51697,1,325
13149,51697,1,485
13150,51697,1,600
13151,51697,1,635
13152,51697,1,865
13153,51697,1,980
13154,51697,1,1140
13155,51697,1,1290
13156,53937,1,770
13157,53937,1,805
13158,53937,1,845
13159,53937,1,1035
13160,53937,1,1110
13161,57812,1,285
13162,59537,1,720
13163,59537,1,985
13164,61889,1,725
13165,61889,1,1380
13166,67153,1,910
13167,71028,1,390
13168,24056,0,130
13169,24056,0,130
13170,24056,0,135
13171,24056,0,135
13172,24056,0,140
13173,23944,0,125
13174,23944,0,130
13175,23944,0,130
13176,23944,0,140
13177,37668,1,1065
13178,39377,1,395
13179,39377,1,670
13180,39377,1,935
13181,39377,1,1050
13182,39321,1,425
13183,39321,1,655
13184,39321,1,755
13185,39321,1,815
13186,39321,1,1535
13187,39321,1,1665
13188,44405,1,635
13189,44405,1,870
13190,44405,1,1100
13191,44405,1,1325
13192,44405,1,1540
13193,46097,1,555
13194,46097,1,685
13195,46097,1,1210
13196,46097,1,1340
13197,47217,1,905
13198,47217,1,1170
13199,47262,1,875
13200,47408,1,545
13201,47408,1,865
13202,47408,1,1500
13203,47408,1,1700
13204,51697,1,325
13205,51697,1,485
13206,51697,1,600
13207,51697,1,635
13208,51697,1,865
13209,51697,1,980
13210,51697,1,1140
13211,51697,1,1290
13212,53937,1,285
13213,53937,1,725
13214,53937,1,770
13215,53937,1,805
13216,53937,1,845
13217,53937,1,1035
13218,53937,1,1110
13219,53937,1,1380
13220,59537,1,720
13221,59537,1,985
13222,59649,1,390
13223,59649,1,910
13224,60590,1,1595
13225,24056,0,130
13226,24056,0,130
13227,24056,0,135
13228,24056,0,135
13229,24056,0,140
13230,23944,0,125
13231,23944,0,130
13232,23944,0,130
13233,23944,0,140
13234,32770,1,1175
13235,37668,1,1065
13236,37668,1,1525
13237,39377,1,670
13238,39377,1,935
13239,39321,1,425
13240,39321,1,655
13241,39321,1,755
13242,39321,1,815
13243,39321,1,875
13244,39321,1,1535
13245,39321,1,1595
13246,39321,1,1665
13247,44405,1,635
13248,44405,1,870
13249,44405,1,1100
13250,44704,1,1670
13251,46097,1,555
13252,46097,1,685
13253,46097,1,1210
13254,46097,1,1340
13255,47217,1,905
13256,47217,1,1170
13257,47329,1,395
13258,47329,1,1050
13259,47408,1,545
13260,47408,1,865
13261,47408,1,1500
13262,47408,1,1700
13263,51697,1,325
13264,51697,1,390
13265,51697,1,485
13266,51697,1,600
13267,51697,1,635
13268,51697,1,865
13269,51697,1,910
13270,51697,1,980
13271,51697,1,1140
13272,51697,1,1290
13273,53937,1,285
13274,53937,1,725
13275,53937,1,770
13276,53937,1,805
13277,53937,1,845
13278,53937,1,1035
13279,53937,1,1110
13280,53937,1,1380
13281,59537,1,720
13282,59537,1,985
13283,24056,0,130
13284,24056,0,130
13285,24056,0,135
13286,24056,0,135
13287,24056,0,140
13288,23944,0,125
13289,23944,0,130
13290,23944,0,130
13291,23944,0,140
13292,32770,1,570
13293,39377,1,670
13294,39377,1,935
13295,39321,1,425
13296,39321,1,655
13297,39321,1,755
13298,39321,1,815
13299,39321,1,875
13300,39321,1,1535
13301,39321,1,1595
13302,39321,1,1665
13303,44405,1,695
13304,44405,1,930
13305,44405,1,1160
13306,44405,1,1385
13307,44405,1,1600
13308,46097,1,685
13309,46097,1,1340
13310,47217,1,905
13311,47217,1,1170
13312,47329,1,395
13313,47329,1,1050
13314,47408,1,545
13315,47408,1,865
13316,47408,1,1500
13317,47408,1,1700
13318,51697,1,325
13319,51697,1,485
13320,51697,1,600
13321,51697,1,635
13322,51697,1,865
13323,51697,1,980
13324,51697,1,1140
13325,51697,1,1245
13326,51697,1,1290
13327,53937,1,725
13328,53937,1,770
13329,53937,1,845
13330,53937,1,1035
13331,53937,1,1110
13332,53937,1,1380
13333,59537,1,720
13334,59537,1,985
13335,61889,1,285
13336,61889,1,805
13337,24056,0,130
13338,24056,0,130
13339,24056,0,135
13340,24056,0,135
13341,24056,0,140
13342,23944,0,125
13343,23944,0,130
13344,23944,0,130
13345,23944,0,140
13346,37668,1,1065
13347,39377,1,395
13348,39377,1,670
13349,39377,1,935
13350,39377,1,1050
13351,39321,1,425
13352,39321,1,655
13353,39321,1,675
13354,39321,1,735
13355,39321,1,755
13356,39321,1,795
13357,39321,1,805
13358,39321,1,815
13359,39321,1,875
13360,39321,1,1005
13361,39321,1,1235
13362,39321,1,1335
13363,39321,1,1395
13364,39321,1,1455
13365,44405,1,635
13366,44405,1,870
13367,44405,1,1100
13368,44405,1,1325
13369,44405,1,1540
13370,46097,1,555
13371,46097,1,685
13372,46097,1,1210
13373,46097,1,1340
13374,47217,1,905
13375,47217,1,1170
13376,47408,1,545
13377,47408,1,865
13378,47408,1,985
13379,47408,1,1500
13380,47408,1,1700
13381,51697,1,325
13382,51697,1,390
13383,51697,1,485
13384,51697,1,635
13385,51697,1,910
13386,51697,1,980
13387,51697,1,1140
13388,51697,1,1290
13389,53937,1,285
13390,53937,1,725
13391,53937,1,770
13392,53937,1,805
13393,53937,1,845
13394,53937,1,1035
13395,53937,1,1110
13396,53937,1,1380
13397,59537,1,720
13398,59537,1,985
13399,67153,1,600
13400,67153,1,865
13401,24056,0,130
13402,24056,0,135
13403,24056,0,135
13404,24056,0,140
13405,23944,0,125
13406,23944,0,130
13407,23944,0,130
13408,23944,0,140
13409,30630,0,130
13410,39377,1,395
13411,39377,1,670
13412,39377,1,935
13413,39377,1,1050
13414,39321,1,425
13415,39321,1,655
13416,39321,1,755
13417,39321,1,815
13418,39321,1,875
13419,39321,1,1535
13420,39321,1,1595
13421,39321,1,1665
13422,46097,1,555
13423,46097,1,685
13424,46097,1,1210
13425,46097,1,1340
13426,47217,1,905
13427,47217,1,1170
13428,47408,1,545
13429,47408,1,865
13430,47408,1,1500
13431,47408,1,1700
13432,51697,1,325
13433,51697,1,485
13434,51697,1,635
13435,51697,1,980
13436,51697,1,1140
13437,51697,1,1290
13438,53937,1,285
13439,53937,1,725
13440,53937,1,770
13441,53937,1,805
13442,53937,1,845
13443,53937,1,1035
13444,53937,1,1110
13445,53937,1,1380
13446,59537,1,720
13447,59537,1,985
13448,59649,1,390
13449,59649,1,610
13450,59649,1,875
13451,59649,1,910
13452,24056,0,130
13453,24056,0,135
13454,24056,0,135
13455,24056,0,140
13456,23944,0,125
13457,23944,0,130
13458,23944,0,130
13459,23944,0,135
13460,23944,0,140
13461,30630,0,130
13462,39377,1,395
13463,39377,1,670
13464,39377,1,935
13465,39377,1,1050
13466,39321,1,425
13467,39321,1,675
13468,39321,1,735
13469,39321,1,755
13470,39321,1,795
13471,39321,1,805
13472,39321,1,815
13473,39321,1,875
13474,39321,1,1005
13475,39321,1,1335
13476,39321,1,1395
13477,39321,1,1455
13478,44405,1,695
13479,44405,1,930
13480,44405,1,1160
13481,44405,1,1385
13482,44405,1,1600
13483,46097,1,555
13484,46097,1,685
13485,46097,1,1210
13486,46097,1,1340
13487,47217,1,905
13488,47217,1,1170
13489,47408,1,865
13490,47408,1,985
13491,47408,1,1500
13492,47408,1,1700
13493,51697,1,325
13494,51697,1,485
13495,51697,1,610
13496,51697,1,635
13497,51697,1,875
13498,51697,1,980
13499,51697,1,1140
13500,51697,1,1290
13501,53937,1,285
13502,53937,1,725
13503,53937,1,805
13504,53937,1,845
13505,53937,1,1110
13506,53937,1,1380
13507,59537,1,720
13508,59537,1,985
13509,61889,1,770
13510,61889,1,1035
13511,68721,1,390
13512,68721,1,910
13513,24056,0,130
13514,24056,0,130
13515,24056,0,135
13516,24056,0,135
13517,24056,0,140
13518,23944,0,125
13519,23944,0,130
13520,23944,0,130
13521,23944,0,140
13522,39377,1,395
13523,39377,1,670
13524,39377,1,935
13525,39377,1,1050
13526,39321,1,425
13527,39321,1,655
13528,39321,1,755
13529,39321,1,815
13530,39321,1,875
13531,39321,1,1535
13532,39321,1,1595
13533,39321,1,1665
13534,46097,1,555
13535,46097,1,685
13536,46097,1,1210
13537,46097,1,1340
13538,47217,1,905
13539,47217,1,1170
13540,47408,1,545
13541,47408,1,865
13542,47408,1,1500
13543,47408,1,1700
13544,51697,1,325
13545,51697,1,390
13546,51697,1,485
13547,51697,1,610
13548,51697,1,635
13549,51697,1,875
13550,51697,1,910
13551,51697,1,980
13552,51697,1,1140
13553,51697,1,1290
13554,53937,1,285
13555,53937,1,725
13556,53937,1,770
13557,53937,1,805
13558,53937,1,1035
13559,53937,1,1380
13560,59537,1,720
13561,59537,1,985
13562,61889,1,845
13563,61889,1,1110
13564,24056,0,130
13565,24056,0,130
13566,24056,0,135
13567,24056,0,135
13568,24056,0,140
13569,23944,0,125
13570,23944,0,130
13571,23944,0,130
13572,23944,0,140
13573,37668,1,1065
13574,39377,1,395
13575,39377,1,670
13576,39377,1,935
13577,39377,1,1050
13578,39321,1,425
13579,39321,1,655
13580,39321,1,675
13581,39321,1,735
13582,39321,1,755
13583,39321,1,795
13584,39321,1,805
13585,39321,1,815
13586,39321,1,875
13587,39321,1,1005
13588,39321,1,1235
13589,39321,1,1335
13590,39321,1,1395
13591,39321,1,1455
13592,44405,1,635
13593,44405,1,870
13594,44405,1,1100
13595,44405,1,1325
13596,44405,1,1540
13597,46097,1,555
13598,46097,1,685
13599,46097,1,1210
13600,46097,1,1340
13601,47217,1,905
13602,47217,1,1170
13603,47408,1,545
13604,47408,1,865
13605,47408,1,1500
13606,47408,1,1700
13607,51697,1,325
13608,51697,1,390
13609,51697,1,485
13610,51697,1,610
13611,51697,1,635
13612,51697,1,875
13613,51697,1,910
13614,51697,1,980
13615,51697,1,1140
13616,51697,1,1290
13617,53937,1,285
13618,53937,1,725
13619,53937,1,770
13620,53937,1,805
13621,53937,1,1035
13622,53937,1,1380
13623,59537,1,720
13624,59537,1,985
13625,61889,1,845
13626,61889,1,1110
13627,24056,0,130
13628,24056,0,130
13629,24056,0,135
13630,24056,0,135
13631,24056,0,140
13632,23944,0,125
13633,23944,0,130
13634,23944,0,130
13635,23944,0,140
13636,32770,1,1175
13637,37668,1,1065
13638,37668,1,1525
13639,39377,1,395
13640,39377,1,670
13641,39377,1,935
13642,39377,1,1050
13643,39321,1,425
13644,39321,1,655
13645,39321,1,755
13646,39321,1,815
13647,39321,1,875
13648,39321,1,1535
13649,39321,1,1595
13650,39321,1,1665
13651,44405,1,635
13652,44405,1,870
13653,44405,1,1100
13654,44405,1,1325
13655,44405,1,1540
13656,44704,1,1005
13657,46097,1,555
13658,46097,1,685
13659,46097,1,1210
13660,46097,1,1340
13661,47217,1,905
13662,47217,1,1170
13663,47408,1,545
13664,47408,1,865
13665,47408,1,1500
13666,47408,1,1700
13667,51697,1,325
13668,51697,1,485
13669,51697,1,610
13670,51697,1,635
13671,51697,1,875
13672,51697,1,980
13673,51697,1,1140
13674,51697,1,1290
13675,53937,1,285
13676,53937,1,725
13677,53937,1,770
13678,53937,1,805
13679,53937,1,845
13680,53937,1,1035
13681,53937,1,1110
13682,53937,1,1380
13683,59537,1,720
13684,59537,1,985
13685,59649,1,390
13686,59649,1,910
13687,24056,0,130
13688,24056,0,130
13689,24056,0,135
13690,24056,0,135
13691,24056,0,140
13692,23944,0,125
13693,23944,0,130
13694,23944,0,130
13695,23944,0,140
13696,32770,1,570
13697,39377,1,395
13698,39377,1,670
13699,39377,1,935
13700,39377,1,1050
13701,39321,1,425
13702,39321,1,655
13703,39321,1,755
13704,39321,1,815
13705,39321,1,875
13706,39321,1,1535
13707,39321,1,1595
13708,39321,1,1665
13709,44405,1,695
13710,44405,1,930
13711,44405,1,1160
13712,44405,1,1385
13713,44405,1,1600
13714,46097,1,555
13715,46097,1,685
13716,46097,1,1210
13717,46097,1,1340
13718,47408,1,545
13719,47408,1,865
13720,47408,1,1500
13721,47408,1,1700
13722,51697,1,325
13723,51697,1,485
13724,51697,1,610
13725,51697,1,635
13726,51697,1,875
13727,51697,1,980
13728,51697,1,1140
13729,51697,1,1290
13730,53937,1,285
13731,53937,1,725
13732,53937,1,770
13733,53937,1,805
13734,53937,1,845
13735,53937,1,1035
13736,53937,1,1110
13737,53937,1,1380
13738,59537,1,720
13739,59537,1,985
13740,24056,0,130
13741,24056,0,130
13742,24056,0,135
13743,24056,0,135
13744,24056,0,140
13745,23944,0,125
13746,23944,0,130
13747,23944,0,130
13748,23944,0,140
13749,37668,1,1065
13750,39377,1,395
13751,39377,1,670
13752,39377,1,935
13753,39377,1,1050
13754,39321,1,425
13755,39321,1,655
13756,39321,1,675
13757,39321,1,735
13758,39321,1,755
13759,39321,1,795
13760,39321,1,805
13761,39321,1,815
13762,39321,1,875
13763,39321,1,1005
13764,39321,1,1235
13765,39321,1,1335
13766,39321,1,1395
13767,39321,1,1455
13768,44405,1,635
13769,44405,1,870
13770,44405,1,1100
13771,44405,1,1325
13772,44405,1,1540
13773,46097,1,555
13774,46097,1,685
13775,46097,1,1210
13776,46097,1,1340
13777,47217,1,905
13778,47217,1,1170
13779,47408,1,545
13780,47408,1,865
13781,47408,1,985
13782,47408,1,1500
13783,47408,1,1700
13784,51697,1,325
13785,51697,1,390
13786,51697,1,485
13787,51697,1,610
13788,51697,1,635
13789,51697,1,875
13790,51697,1,910
13791,51697,1,980
13792,51697,1,1140
13793,51697,1,1290
13794,53937,1,285
13795,53937,1,725
13796,53937,1,770
13797,53937,1,805
13798,53937,1,845
13799,53937,1,1035
13800,53937,1,1110
13801,53937,1,1380
13802,59537,1,720
13803,59537,1,985
13804,24056,0,130
13805,24056,0,130
13806,24056,0,135
13807,24056,0,135
13808,24056,0,140
13809,23944,0,125
13810,23944,0,130
13811,23944,0,130
13812,23944,0,140
13813,39377,1,395
13814,39377,1,670
13815,39377,1,935
13816,39377,1,1050
13817,39321,1,425
13818,39321,1,655
13819,39321,1,755
13820,39321,1,815
13821,39321,1,875
13822,39321,1,1535
13823,39321,1,1595
13824,39321,1,1665
13825,46097,1,555
13826,46097,1,685
13827,46097,1,1210
13828,46097,1,1340
13829,47217,1,905
13830,47217,1,1170
13831,47408,1,545
13832,47408,1,865
13833,47408,1,1500
13834,47408,1,1700
13835,51697,1,390
13836,51697,1,485
13837,51697,1,610
13838,51697,1,635
13839,51697,1,875
13840,51697,1,910
13841,51697,1,1140
13842,51697,1,1290
13843,53937,1,285
13844,53937,1,725
13845,53937,1,770
13846,53937,1,805
13847,53937,1,845
13848,53937,1,1035
13849,53937,1,1110
13850,53937,1,1380
13851,59537,1,720
13852,59537,1,985
13853,59649,1,325
13854,59649,1,980
13855,24056,0,130
13856,24056,0,130
13857,24056,0,135
13858,24056,0,140
13859,23944,0,125
13860,23944,0,130
13861,23944,0,130
13862,23944,0,135
13863,23944,0,140
13864,30630,0,135
13865,39377,1,395
13866,39377,1,670
13867,39377,1,935
13868,39377,1,1050
13869,39321,1,425
13870,39321,1,675
13871,39321,1,735
13872,39321,1,755
13873,39321,1,795
13874,39321,1,805
13875,39321,1,815
13876,39321,1,875
13877,39321,1,1005
13878,39321,1,1335
13879,39321,1,1395
13880,39321,1,1455
13881,44405,1,695
13882,44405,1,930
13883,44405,1,1160
13884,44405,1,1385
13885,44405,1,1600
13886,46097,1,555
13887,46097,1,685
13888,46097,1,1210
13889,46097,1,1340
13890,47217,1,905
13891,47217,1,1170
13892,47408,1,865
13893,47408,1,985
13894,47408,1,1500
13895,47408,1,1700
13896,51697,1,325
13897,51697,1,485
13898,51697,1,610
13899,51697,1,635
13900,51697,1,875
13901,51697,1,980
13902,51697,1,1140
13903,51697,1,1290
13904,53937,1,285
13905,53937,1,725
13906,53937,1,805
13907,53937,1,845
13908,53937,1,1110
13909,53937,1,1380
13910,59537,1,720
13911,59537,1,985
13912,59649,1,390
13913,59649,1,910
13914,61889,1,770
13915,61889,1,1035
13916,24056,0,130
13917,24056,0,130
13918,24056,0,135
13919,24056,0,135
13920,24056,0,140
13921,23944,0,125
13922,23944,0,130
13923,23944,0,130
13924,23944,0,140
13925,39377,1,395
13926,39377,1,670
13927,39377,1,935
13928,39377,1,1050
13929,39321,1,425
13930,39321,1,655
13931,39321,1,755
13932,39321,1,815
13933,39321,1,875
13934,39321,1,1535
13935,39321,1,1595
13936,39321,1,1665
13937,46097,1,555
13938,46097,1,685
13939,46097,1,1210
13940,46097,1,1340
13941,47217,1,905
13942,47217,1,1170
13943,47408,1,545
13944,47408,1,865
13945,47408,1,1500
13946,47408,1,1700
13947,51697,1,325
13948,51697,1,390
13949,51697,1,485
13950,51697,1,610
13951,51697,1,635
13952,51697,1,875
13953,51697,1,910
13954,51697,1,980
13955,51697,1,1140
13956,51697,1,1290
13957,53937,1,725
13958,53937,1,770
13959,53937,1,845
13960,53937,1,1035
13961,53937,1,1110
13962,53937,1,1380
13963,59537,1,720
13964,59537,1,985
13965,61889,1,285
13966,61889,1,805
13967,24056,0,130
13968,24056,0,135
13969,24056,0,135
13970,24056,0,140
13971,23944,0,125
13972,23944,0,130
13973,23944,0,130
13974,23944,0,140
13975,30630,0,130
13976,37668,1,1065
13977,39377,1,395
13978,39377,1,670
13979,39377,1,935
13980,39377,1,1050
13981,39321,1,425
13982,39321,1,655
13983,39321,1,675
13984,39321,1,755
13985,39321,1,795
13986,39321,1,805
13987,39321,1,815
13988,39321,1,875
13989,39321,1,1005
13990,39321,1,1235
13991,39321,1,1335
13992,39321,1,1395
13993,39321,1,1455
13994,44405,1,635
13995,44405,1,870
13996,44405,1,1100
13997,44405,1,1325
13998,44405,1,1540
13999,46097,1,555
14000,46097,1,685
14001,46097,1,1210
14002,46097,1,1340
14003,47217,1,905
14004,47217,1,1170
14005,47262,1,735
14006,47408,1,545
14007,47408,1,865
14008,47408,1,1500
14009,47408,1,1700
14010,51697,1,325
14011,51697,1,390
14012,51697,1,485
14013,51697,1,610
14014,51697,1,635
14015,51697,1,875
14016,51697,1,910
14017,51697,1,980
14018,51697,1,1140
14019,51697,1,1290
14020,53937,1,285
14021,53937,1,725
14022,53937,1,770
14023,53937,1,805
14024,53937,1,845
14025,53937,1,1035
14026,53937,1,1110
14027,53937,1,1380
14028,59537,1,720
14029,59537,1,985
14030,24056,0,130
14031,24056,0,130
14032,24056,0,135
14033,24056,0,135
14034,24056,0,140
14035,23944,0,125
14036,23944,0,130
14037,23944,0,130
14038,23944,0,140
14039,32770,1,1175
14040,37668,1,1065
14041,37668,1,1525
14042,39377,1,395
14043,39377,1,670
14044,39377,1,935
14045,39377,1,1050
14046,39321,1,425
14047,39321,1,655
14048,39321,1,755
14049,39321,1,815
14050,39321,1,875
14051,39321,1,1535
14052,39321,1,1595
14053,39321,1,1665
14054,44405,1,635
14055,44405,1,870
14056,44405,1,1100
14057,44405,1,1325
14058,44405,1,1540
14059,44704,1,1005
14060,46097,1,555
14061,46097,1,685
14062,46097,1,1210
14063,46097,1,1340
14064,47217,1,905
14065,47217,1,1170
14066,47408,1,545
14067,47408,1,865
14068,47408,1,1500
14069,47408,1,1700
14070,51697,1,325
14071,51697,1,485
14072,51697,1,610
14073,51697,1,635
14074,51697,1,875
14075,51697,1,980
14076,51697,1,1140
14077,51697,1,1290
14078,53937,1,285
14079,53937,1,725
14080,53937,1,770
14081,53937,1,805
14082,53937,1,845
14083,53937,1,1035
14084,53937,1,1110
14085,53937,1,1380
14086,59537,1,720
14087,59537,1,985
14088,59649,1,390
14089,59649,1,910
14090,24056,0,130
14091,24056,0,130
14092,24056,0,135
14093,24056,0,140
14094,23944,0,125
14095,23944,0,130
14096,23944,0,130
14097,23944,0,140
14098,30630,0,135
14099,32770,1,570
14100,39377,1,670
14101,39377,1,935
14102,39321,1,425
14103,39321,1,655
14104,39321,1,755
14105,39321,1,815
14106,39321,1,875
14107,39321,1,1535
14108,39321,1,1595
14109,39321,1,1665
14110,44405,1,695
14111,44405,1,930
14112,44405,1,1160
14113,44405,1,1385
14114,44405,1,1600
14115,46097,1,555
14116,46097,1,685
14117,46097,1,1210
14118,46097,1,1340
14119,47217,1,905
14120,47217,1,1170
14121,47329,1,395
14122,47329,1,1050
14123,47408,1,545
14124,47408,1,865
14125,47408,1,1500
14126,47408,1,1700
14127,51697,1,325
14128,51697,1,485
14129,51697,1,610
14130,51697,1,635
14131,51697,1,875
14132,51697,1,980
14133,51697,1,1140
14134,51697,1,1290
14135,53937,1,725
14136,53937,1,770
14137,53937,1,845
14138,53937,1,1035
14139,53937,1,1110
14140,53937,1,1380
14141,59537,1,720
14142,59537,1,985
14143,61889,1,285
14144,61889,1,805
14145,24056,0,130
14146,24056,0,130
14147,24056,0,135
14148,24056,0,135
14149,24056,0,140
14150,23944,0,125
14151,23944,0,130
14152,23944,0,130
14153,23944,0,140
14154,37668,1,1065
14155,39377,1,395
14156,39377,1,670
14157,39377,1,935
14158,39377,1,1050
14159,39321,1,425
14160,39321,1,655
14161,39321,1,675
14162,39321,1,735
14163,39321,1,755
14164,39321,1,795
14165,39321,1,805
14166,39321,1,815
14167,39321,1,875
14168,39321,1,1005
14169,39321,1,1235
14170,39321,1,1335
14171,39321,1,1395
14172,39321,1,1455
14173,44405,1,635
14174,44405,1,870
14175,44405,1,1100
14176,44405,1,1325
14177,44405,1,1540
14178,46097,1,555
14179,46097,1,685
14180,46097,1,1210
14181,46097,1,1340
14182,47217,1,905
14183,47217,1,1170
14184,47408,1,545
14185,47408,1,865
14186,47408,1,985
14187,47408,1,1500
14188,47408,1,1700
14189,51697,1,325
14190,51697,1,390
14191,51697,1,485
14192,51697,1,610
14193,51697,1,635
14194,51697,1,875
14195,51697,1,910
14196,51697,1,980
14197,51697,1,1140
14198,51697,1,1290
14199,53937,1,285
14200,53937,1,725
14201,53937,1,770
14202,53937,1,805
14203,53937,1,845
14204,53937,1,1035
14205,53937,1,1110
14206,53937,1,1380
14207,59537,1,720
14208,59537,1,985
14209,24056,0,130
14210,24056,0,130
14211,24056,0,135
14212,24056,0,135
14213,24056,0,140
14214,23944,0,125
14215,23944,0,130
14216,23944,0,130
14217,23944,0,140
14218,39377,1,395
14219,39377,1,670
14220,39377,1,935
14221,39377,1,1050
14222,39321,1,425
14223,39321,1,655
14224,39321,1,755
14225,39321,1,815
14226,39321,1,875
14227,39321,1,1535
14228,39321,1,1595
14229,39321,1,1665
14230,46097,1,555
14231,46097,1,685
14232,46097,1,1210
14233,46097,1,1340
14234,47217,1,905
14235,47217,1,1170
14236,47408,1,545
14237,47408,1,865
14238,47408,1,1500
14239,47408,1,1700
14240,51697,1,325
14241,51697,1,485
14242,51697,1,610
14243,51697,1,635
14244,51697,1,875
14245,51697,1,980
14246,51697,1,1140
14247,51697,1,1290
14248,53937,1,285
14249,53937,1,725
14250,53937,1,770
14251,53937,1,805
14252,53937,1,845
14253,53937,1,1035
14254,53937,1,1110
14255,53937,1,1380
14256,59537,1,720
14257,59537,1,985
14258,59649,1,390
14259,59649,1,910
14260,24056,0,130
14261,24056,0,130
14262,24056,0,135
14263,24056,0,135
14264,24056,0,140
14265,23944,0,125
14266,23944,0,130
14267,23944,0,130
14268,23944,0,135
14269,23944,0,140
14270,39377,1,395
14271,39377,1,670
14272,39377,1,935
14273,39377,1,1050
14274,39321,1,425
14275,39321,1,675
14276,39321,1,735
14277,39321,1,755
14278,39321,1,795
14279,39321,1,805
14280,39321,1,815
14281,39321,1,875
14282,39321,1,1005
14283,39321,1,1335
14284,39321,1,1395
14285,39321,1,1455
14286,44405,1,695
14287,44405,1,930
14288,44405,1,1160
14289,44405,1,1385
14290,44405,1,1600
14291,46097,1,555
14292,46097,1,685
14293,46097,1,1210
14294,46097,1,1340
14295,47217,1,905
14296,47217,1,1170
14297,47408,1,865
14298,47408,1,985
14299,47408,1,1500
14300,47408,1,1700
14301,51697,1,325
14302,51697,1,485
14303,51697,1,610
14304,51697,1,635
14305,51697,1,875
14306,51697,1,980
14307,51697,1,1140
14308,51697,1,1290
14309,53937,1,285
14310,53937,1,725
14311,53937,1,805
14312,53937,1,845
14313,53937,1,1110
14314,53937,1,1380
14315,59537,1,720
14316,59537,1,985
14317,59649,1,390
14318,59649,1,910
14319,61889,1,770
14320,61889,1,1035
14321,24056,0,130
14322,24056,0,130
14323,24056,0,135
14324,24056,0,135
14325,24056,0,140
14326,23944,0,125
14327,23944,0,130
14328,23944,0,130
14329,23944,0,140
14330,39377,1,395
14331,39377,1,1050
14332,39321,1,425
14333,39321,1,655
14334,39321,1,755
14335,39321,1,815
14336,39321,1,875
14337,39321,1,1535
14338,39321,1,1595
14339,39321,1,1665
14340,46097,1,555
14341,46097,1,685
14342,46097,1,1210
14343,46097,1,1340
14344,47217,1,905
14345,47217,1,1170
14346,47329,1,670
14347,47329,1,935
14348,47408,1,545
14349,47408,1,865
14350,47408,1,1500
14351,47408,1,1700
14352,51697,1,325
14353,51697,1,390
14354,51697,1,485
14355,51697,1,610
14356,51697,1,635
14357,51697,1,875
14358,51697,1,910
14359,51697,1,980
14360,51697,1,1140
14361,51697,1,1290
14362,53937,1,285
14363,53937,1,725
14364,53937,1,770
14365,53937,1,805
14366,53937,1,845
14367,53937,1,1035
14368,53937,1,1110
14369,53937,1,1380
14370,59537,1,720
14371,59537,1,985
14372,24056,0,130
14373,24056,0,135
14374,24056,0,135
14375,24056,0,140
14376,23944,0,125
14377,23944,0,130
14378,23944,0,130
14379,23944,0,140
14380,30630,0,130
14381,37668,1,1065
14382,39377,1,395
14383,39377,1,670
14384,39377,1,935
14385,39377,1,1050
14386,39321,1,425
14387,39321,1,655
14388,39321,1,675
14389,39321,1,735
14390,39321,1,755
14391,39321,1,795
14392,39321,1,805
14393,39321,1,815
14394,39321,1,875
14395,39321,1,1005
14396,39321,1,1235
14397,39321,1,1335
14398,39321,1,1395
14399,39321,1,1455
14400,44405,1,635
14401,44405,1,870
14402,44405,1,1100
14403,44405,1,1325
14404,44405,1,1540
14405,46097,1,555
14406,46097,1,685
14407,46097,1,1210
14408,46097,1,1340
14409,47217,1,905
14410,47217,1,1170
14411,47408,1,545
14412,47408,1,865
14413,47408,1,1500
14414,47408,1,1700
14415,51697,1,325
14416,51697,1,485
14417,51697,1,610
14418,51697,1,635
14419,51697,1,875
14420,51697,1,980
14421,51697,1,1140
14422,51697,1,1290
14423,53937,1,285
14424,53937,1,725
14425,53937,1,770
14426,53937,1,805
14427,53937,1,845
14428,53937,1,1035
14429,53937,1,1110
14430,53937,1,1380
14431,59537,1,720
14432,59537,1,985
14433,59649,1,390
14434,59649,1,910
14435,24056,0,130
14436,24056,0,130
